,run,name,time,value
262,1,tDistribution,"[ 10002.20278385  10003.14243368  10003.24075184 ... 249997.30319123
 249997.58095083 249998.30696324]",[0.93964983 0.09831816 2.08247353 ... 0.2777596  0.72601242 2.19728966]
263,1,tDistribution,"[ 10002.36442123  10003.53903698  10003.80309509 ... 249997.72797657
 249998.97402986 249999.90924582]",[1.17461575 0.26405811 1.71015715 ... 1.2460533  0.93521595 0.1351399 ]
268,1,tDistribution,"[ 10002.67527218  10004.59870119  10005.2346383  ... 249994.1104501
 249997.61106671 249998.97752759]",[1.92342901 0.63593711 2.0424615  ... 3.50061661 1.36646088 1.80388653]
273,1,tDistribution,"[ 10003.13393147  10003.92811574  10006.01800947 ... 249991.93314006
 249993.88612651 249993.93898811]",[0.79418427 2.08989373 0.17904561 ... 1.95298646 0.0528616  8.01642863]
274,1,tDistribution,"[ 10003.3682813   10004.70890526  10005.91292817 ... 249995.9270665
 249996.9097165  249998.87673099]",[1.34062396 1.20402291 0.50494303 ... 0.98265    1.96701449 5.68648899]
275,1,tDistribution,"[ 10003.38976807  10004.34004997  10004.90798211 ... 249998.31382016
 249999.13210935 249999.18682984]",[0.95028191 0.56793214 0.198678   ... 0.81828919 0.05472049 1.29333948]
276,1,tDistribution,"[ 10003.4183761   10008.16999213  10008.34299873 ... 249998.51930307
 249998.81421135 249998.85984251]",[4.75161602 0.1730066  0.62853614 ... 0.29490829 0.04563116 2.25387979]
277,1,tDistribution,"[ 10003.77393495  10004.50727012  10006.24410734 ... 249998.55782174
 249998.88395533 249999.75127338]",[0.73333517 1.73683722 0.16657307 ... 0.32613359 0.86731804 0.75452312]
278,1,tDistribution,"[ 10003.84561294  10004.75095295  10005.50796751 ... 249994.62158926
 249996.57525936 249997.27567296]",[0.90534001 0.75701456 1.26613861 ... 1.9536701  0.7004136  3.0612322 ]
279,1,tDistribution,"[ 10006.57706883  10006.64376983  10007.34721623 ... 249998.26464328
 249999.10542003 249999.1248043 ]",[0.06670099 0.7034464  0.21508049 ... 0.84077675 0.01938427 1.9801218 ]
150,1,waitingTime,"[ 10000.16145919  10000.90520142  10003.06184612 ... 249998.82034907
 249998.87015041 249999.26417834]",[ 1.0e-12 -1.0e-12  1.0e-12 ...  3.6e-11 -1.2e-11  0.0e+00]
159,1,waitingTime,"[ 10000.23288976  10001.15267837  10001.61890182 ... 249997.96432863
 249998.12138592 249998.6558845 ]",[ 3.e-12  0.e+00 -1.e-12 ... -5.e-12  7.e-12 -5.e-12]
186,1,waitingTime,"[ 10000.45705406  10001.15903959  10001.78344977 ... 249997.10751608
 249997.46733061 249998.07176408]",[ 1.e-12 -1.e-12  0.e+00 ...  0.e+00  2.e-12  1.e-12]
192,1,waitingTime,"[ 10000.50809793  10000.87314085  10000.99339049 ... 249998.30666218
 249999.92415411 249999.95662597]",[ 2.0e-12 -1.0e-12 -1.0e-12 ...  7.0e-12 -5.0e-12 -1.6e-11]
202,1,waitingTime,"[ 10000.59740037  10002.29078125  10004.24629521 ... 249998.86688209
 249999.27865852 249999.68445751]",[-1.0e-12  0.0e+00  1.0e-12 ...  4.0e-12  1.0e-11  1.5e-11]
225,1,waitingTime,"[ 10001.11737244  10001.46134083  10001.76237695 ... 249999.31291142
 249999.36224508 249999.52058586]",[ 2.0e-12 -1.0e-12  0.0e+00 ...  1.2e-11  4.1e-11  1.1e-11]
238,1,waitingTime,"[ 10001.34501761  10004.13475674  10005.90288643 ... 249996.94732468
 249997.14329927 249999.30818113]",[ 3.0e-12  0.0e+00  0.0e+00 ... -4.0e-12 -1.4e-11  3.2e-11]
252,1,waitingTime,"[ 10001.80924205  10002.33761702  10002.52509261 ... 249992.69114349
 249994.46191515 249994.83635098]",[ 3.0e-12  0.0e+00  0.0e+00 ... -4.0e-12  1.2e-11  3.0e-12]
265,1,waitingTime,"[ 10002.45071194  10002.56087909  10002.69921694 ... 249994.49573371
 249998.90122653 249999.617438  ]",[ 0.0e+00  0.0e+00  2.0e-12 ...  4.1e-11  8.0e-12 -2.0e-12]
270,1,waitingTime,"[ 10002.89812471  10004.56572009  10004.70333881 ... 249992.4263459
 249995.17668335 249998.41251553]",[ 0.0e+00  1.0e-12  0.0e+00 ... -1.0e-12  7.0e-12 -1.6e-11]
287,2,arrivalTime,"[ 10000.04741409  10000.05929446  10000.54010863 ... 249996.25681251
 249997.03859274 249999.3324809 ]",[0.01188037 0.48081417 0.57027891 ... 0.78178023 2.29388816 0.7193909 ]
296,2,arrivalTime,"[ 10000.1674508   10000.53302939  10002.62365638 ... 249998.41913103
 249998.67372966 249998.73372086]",[0.36557859 2.09062699 1.1981632  ... 0.25459863 0.0599912  3.33436639]
314,2,arrivalTime,"[ 10000.31935867  10000.68983289  10001.25623087 ... 249996.95299981
 249998.25081758 249999.51748806]",[0.37047422 0.56639798 0.422159   ... 1.29781777 1.26667047 0.88725937]
333,2,arrivalTime,"[ 10000.58055149  10000.96743858  10001.62125755 ... 249998.30619682
 249999.00205465 249999.49778817]",[0.38688709 0.65381897 1.28945902 ... 0.69585783 0.49573352 1.67580614]
343,2,arrivalTime,"[ 10000.67448769  10001.1557183   10002.68163292 ... 249997.1474129
 249997.54842268 249997.70726798]",[0.48123062 1.52591462 0.77522761 ... 0.40100978 0.15884529 6.56072624]
352,2,arrivalTime,"[ 10000.7873211   10001.28044556  10001.92265786 ... 249994.78581839
 249996.46598073 249998.57555303]",[0.49312445 0.6422123  2.06099601 ... 1.68016234 2.1095723  1.95243647]
388,2,arrivalTime,"[ 10001.60458526  10001.73058053  10002.44359659 ... 249996.25783336
 249998.0470912  249998.33421574]",[0.12599526 0.71301606 0.57409913 ... 1.78925784 0.28712455 2.07392685]
399,2,arrivalTime,"[ 10001.94676261  10003.60785927  10003.79603472 ... 249996.77773925
 249997.0825544  249998.97000158]",[1.66109666 0.18817545 1.28489356 ... 0.30481515 1.88744717 1.6108174 ]
403,2,arrivalTime,"[ 10002.0544254   10002.5738963   10002.94185532 ... 249998.69006031
 249999.043662   249999.17987875]",[0.5194709  0.36795902 1.59342646 ... 0.35360169 0.13621675 1.57905342]
413,2,arrivalTime,"[ 10002.54274016  10003.01625358  10003.63025694 ... 249997.13023087
 249997.49261086 249998.98238506]",[0.47351342 0.61400336 0.62553406 ... 0.36237999 1.4897742  2.38302669]
290,2,responseTime,"[ 10000.04741409  10000.05929446  10000.54010863 ... 249996.25681251
 249997.03859274 249999.3324809 ]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
299,2,responseTime,"[ 10000.1674508   10000.53302939  10002.62365638 ... 249998.41913103
 249998.67372966 249998.73372086]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
317,2,responseTime,"[ 10000.31935867  10000.68983289  10001.25623087 ... 249996.95299981
 249998.25081758 249999.51748806]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
336,2,responseTime,"[ 10000.58055149  10000.96743858  10001.62125755 ... 249998.30619682
 249999.00205465 249999.49778817]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
346,2,responseTime,"[ 10000.67448769  10001.1557183   10002.68163292 ... 249997.1474129
 249997.54842268 249997.70726798]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
355,2,responseTime,"[ 10000.7873211   10001.28044556  10001.92265786 ... 249994.78581839
 249996.46598073 249998.57555303]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
391,2,responseTime,"[ 10001.60458526  10001.73058053  10002.44359659 ... 249996.25783336
 249998.0470912  249998.33421574]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
402,2,responseTime,"[ 10001.94676261  10003.60785927  10003.79603472 ... 249996.77773925
 249997.0825544  249998.97000158]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
406,2,responseTime,"[ 10002.0544254   10002.5738963   10002.94185532 ... 249998.69006031
 249999.043662   249999.17987875]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
416,2,responseTime,"[ 10002.54274016  10003.01625358  10003.63025694 ... 249997.13023087
 249997.49261086 249998.98238506]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
289,2,serviceTime,"[ 10000.04741409  10000.05929446  10000.54010863 ... 249996.25681251
 249997.03859274 249999.3324809 ]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
298,2,serviceTime,"[ 10000.1674508   10000.53302939  10002.62365638 ... 249998.41913103
 249998.67372966 249998.73372086]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
316,2,serviceTime,"[ 10000.31935867  10000.68983289  10001.25623087 ... 249996.95299981
 249998.25081758 249999.51748806]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
335,2,serviceTime,"[ 10000.58055149  10000.96743858  10001.62125755 ... 249998.30619682
 249999.00205465 249999.49778817]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
345,2,serviceTime,"[ 10000.67448769  10001.1557183   10002.68163292 ... 249997.1474129
 249997.54842268 249997.70726798]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
354,2,serviceTime,"[ 10000.7873211   10001.28044556  10001.92265786 ... 249994.78581839
 249996.46598073 249998.57555303]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
390,2,serviceTime,"[ 10001.60458526  10001.73058053  10002.44359659 ... 249996.25783336
 249998.0470912  249998.33421574]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
401,2,serviceTime,"[ 10001.94676261  10003.60785927  10003.79603472 ... 249996.77773925
 249997.0825544  249998.97000158]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
405,2,serviceTime,"[ 10002.0544254   10002.5738963   10002.94185532 ... 249998.69006031
 249999.043662   249999.17987875]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
415,2,serviceTime,"[ 10002.54274016  10003.01625358  10003.63025694 ... 249997.13023087
 249997.49261086 249998.98238506]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
280,2,tDistribution,"[ 10000.00907515  10004.05107234  10004.60493352 ... 249993.71977284
 249998.01055002 249998.20321393]",[4.0419972  0.55386118 0.52020521 ... 4.29077718 0.1926639  2.30204199]
281,2,tDistribution,"[ 10000.01147759  10000.32449459  10001.38056918 ... 249995.583464
 249995.85448369 249995.97665758]",[0.313017   1.05607458 0.19070509 ... 0.27101969 0.12217389 4.15704484]
282,2,tDistribution,"[ 10000.01191742  10000.28365454  10002.57500287 ... 249992.41680286
 249996.09047165 249997.58134146]",[0.27173711 2.29134833 1.42736502 ... 3.67366879 1.49086981 5.48378137]
283,2,tDistribution,"[ 10000.01423566  10002.53078123  10002.7191314  ... 249996.04781427
 249996.90324979 249999.59788486]",[2.51654557 0.18835017 1.02121843 ... 0.85543552 2.69463507 2.53041543]
284,2,tDistribution,"[ 10000.02821678  10001.08749779  10001.25665579 ... 249995.60666849
 249996.21555661 249999.27080573]",[1.05928101 0.16915799 0.64182524 ... 0.60888812 3.05524912 1.53768776]
285,2,tDistribution,"[ 10000.02987197  10000.96914879  10001.05487352 ... 249996.89683728
 249997.13375724 249999.50937442]",[0.93927682 0.08572473 1.13483018 ... 0.23691996 2.37561719 0.6997303 ]
286,2,tDistribution,"[ 10000.03871814  10001.38463939  10002.86272774 ... 249996.63601784
 249998.49788489 249999.63588709]",[1.34592126 1.47808835 3.93081127 ... 1.86186705 1.1380022  0.69727613]
291,2,tDistribution,"[ 10000.06174519  10000.25355893  10001.58102517 ... 249995.2654467
 249997.32548694 249998.92331506]",[0.19181375 1.32746624 0.12525726 ... 2.06004024 1.59782812 2.18583856]
292,2,tDistribution,"[ 10000.07433554  10000.62098828  10004.18356542 ... 249995.56822506
 249995.98906101 249998.1316279 ]",[0.54665274 3.56257714 2.0066687  ... 0.42083595 2.14256689 2.62948975]
293,2,tDistribution,"[ 10000.08436166  10001.5205296   10002.28308601 ... 249994.90890795
 249996.39584526 249998.07533382]",[1.43616794 0.76255641 0.07343284 ... 1.48693731 1.67948855 2.21042746]
294,2,tDistribution,"[ 10000.09371942  10002.49163578  10003.09636564 ... 249994.45997481
 249996.55739571 249998.94676473]",[2.39791636 0.60472986 0.5180025  ... 2.0974209  2.38936902 4.11910741]
295,2,tDistribution,"[ 10000.10158206  10001.60722774  10002.08898969 ... 249996.64272848
 249997.28987455 249999.83058248]",[1.50564569 0.48176195 1.0873904  ... 0.64714607 2.54070793 0.82539875]
300,2,tDistribution,"[ 10000.16999693  10000.92035273  10001.36404681 ... 249997.6270013
 249999.13796478 249999.86245327]",[0.7503558  0.44369408 0.03348271 ... 1.51096349 0.72448848 1.21451631]
301,2,tDistribution,"[ 10000.17083289  10000.75230687  10001.36023191 ... 249997.86458895
 249998.45575247 249998.79640928]",[0.58147398 0.60792504 2.27891219 ... 0.59116351 0.34065681 1.50355001]
302,2,tDistribution,"[ 10000.17847742  10000.70241482  10001.23707274 ... 249999.01941119
 249999.35835614 249999.96289374]",[0.5239374  0.53465792 1.71055329 ... 0.33894496 0.6045376  2.73094228]
303,2,tDistribution,"[ 10000.18817465  10000.45230288  10000.69148115 ... 249996.25525344
 249997.5186991  249999.93788811]",[0.26412823 0.23917827 3.64355055 ... 1.26344565 2.41918901 0.77443168]
304,2,tDistribution,"[ 10000.19064307  10000.78675397  10003.12860469 ... 249998.07402609
 249999.02413874 249999.79359384]",[0.5961109  2.34185072 0.56919637 ... 0.95011265 0.7694551  0.26997818]
305,2,tDistribution,"[ 10000.20062602  10001.90650516  10002.52206343 ... 249998.77009381
 249999.44478428 249999.91891252]",[1.70587913 0.61555828 1.88245492 ... 0.67469047 0.47412824 0.96421002]
306,2,tDistribution,"[ 10000.20144581  10001.03687334  10002.5084065  ... 249998.96063896
 249998.98362223 249999.3332902 ]",[0.83542754 1.47153316 0.64945942 ... 0.02298328 0.34966797 0.70959245]
307,2,tDistribution,"[ 10000.20161486  10000.70855841  10003.14925515 ... 249996.70937715
 249998.04329993 249999.35206823]",[0.50694355 2.44069674 0.4409715  ... 1.33392277 1.30876831 1.82609284]
308,2,tDistribution,"[ 10000.21104707  10003.24421048  10004.60893812 ... 249997.88371661
 249999.59184885 249999.72082706]",[3.03316341 1.36472764 0.56420217 ... 1.70813223 0.12897821 1.69777105]
309,2,tDistribution,"[ 10000.22036474  10000.31112475  10000.51967542 ... 249997.70010442
 249998.60136612 249999.34883457]",[0.09076001 0.20855066 0.22004664 ... 0.90126171 0.74746845 1.36978858]
310,2,tDistribution,"[ 10000.24598359  10000.67606889  10002.07160288 ... 249995.94492904
 249998.08884032 249998.96031834]",[0.4300853  1.39553399 0.18803338 ... 2.14391129 0.87147802 1.88471224]
311,2,tDistribution,"[ 10000.24727689  10001.38214173  10004.1427454  ... 249998.87419023
 249998.89161766 249999.79758084]",[1.13486483 2.76060367 0.07686698 ... 0.01742744 0.90596318 0.35899546]
312,2,tDistribution,"[ 10000.27302208  10000.61314811  10002.27902682 ... 249996.0848459
 249997.72856039 249997.99171168]",[0.34012603 1.6658787  2.82475047 ... 1.64371449 0.26315129 2.18097031]
313,2,tDistribution,"[ 10000.2933357   10000.40903411  10002.03501437 ... 249998.0292399
 249998.22986164 249998.77560258]",[0.11569841 1.62598026 0.17517603 ... 0.20062174 0.54574094 3.12065219]
318,2,tDistribution,"[ 10000.31983214  10000.32780866  10001.15985115 ... 249998.35473335
 249998.56700374 249998.70326396]",[0.00797652 0.83204249 1.03613332 ... 0.2122704  0.13626021 1.66363527]
319,2,tDistribution,"[ 10000.37940366  10001.08506269  10001.93248486 ... 249998.12313433
 249998.45796677 249999.82702882]",[0.70565903 0.84742217 0.57804684 ... 0.33483244 1.36906205 0.18599929]
320,2,tDistribution,"[ 10000.38377614  10002.46336269  10006.41463908 ... 249999.1225373
 249999.1795113  249999.35082896]",[2.07958655 3.95127638 0.05551915 ... 0.056974   0.17131766 0.77448602]
321,2,tDistribution,"[ 10000.38394248  10000.62635304  10001.91536746 ... 249994.16916283
 249997.32801588 249999.00653506]",[0.24241056 1.28901442 2.0859776  ... 3.15885305 1.67851919 1.70405551]
322,2,tDistribution,"[ 10000.38824073  10001.49868002  10002.90363109 ... 249999.43065536
 249999.51182849 249999.6603953 ]",[1.11043929 1.40495107 1.34447187 ... 0.08117313 0.1485668  1.11853822]
323,2,tDistribution,"[ 10000.39950486  10000.50671768  10001.14803969 ... 249998.49782949
 249999.80178318 249999.98984355]",[0.10721282 0.64132201 0.07427146 ... 1.30395369 0.18806037 0.9567839 ]
324,2,tDistribution,"[ 10000.45554106  10001.62247529  10004.01866415 ... 249997.05136642
 249999.44921249 249999.60657167]",[1.16693423 2.39618886 0.55659086 ... 2.39784607 0.15735918 2.88013401]
325,2,tDistribution,"[ 10000.48685752  10000.70844853  10001.32442632 ... 249998.1365657
 249998.73692452 249999.08534686]",[0.22159101 0.61597778 5.27014084 ... 0.60035882 0.34842234 1.10893841]
326,2,tDistribution,"[ 10000.49456062  10000.610424    10001.2642455  ... 249998.33522331
 249999.09623388 249999.1146456 ]",[0.11586338 0.6538215  0.20400451 ... 0.76101057 0.01841172 2.2982217 ]
327,2,tDistribution,"[ 10000.50007997  10000.86836483  10002.43598714 ... 249995.29583031
 249997.22155727 249999.92390022]",[0.36828486 1.56762231 0.69819452 ... 1.92572696 2.70234296 2.52400483]
328,2,tDistribution,"[ 10000.51690181  10002.04076979  10004.37701144 ... 249996.86379319
 249999.33804799 249999.53895366]",[1.52386798 2.33624164 0.24302396 ... 2.4742548  0.20090567 4.52286937]
329,2,tDistribution,"[ 10000.5265762   10000.72105479  10001.84015966 ... 249996.10296971
 249996.37496655 249996.8246931 ]",[0.19447859 1.11910488 0.30270144 ... 0.27199683 0.44972656 3.47385149]
330,2,tDistribution,"[ 10000.52756033  10001.21673463  10001.39330524 ... 249997.27666967
 249999.25244567 249999.39468889]",[0.6891743  0.17657061 1.00359864 ... 1.975776   0.14224323 1.06025788]
331,2,tDistribution,"[ 10000.5425947   10001.00388202  10001.35903086 ... 249996.06227102
 249998.3594212  249999.8873724 ]",[0.46128732 0.35514884 0.14633615 ... 2.29715019 1.52795119 2.27552209]
332,2,tDistribution,"[ 10000.56371992  10001.61653367  10001.66869076 ... 249995.56778284
 249996.57575721 249998.21596927]",[1.05281374 0.0521571  0.21526272 ... 1.00797437 1.64021206 1.88056692]
337,2,tDistribution,"[ 10000.58791674  10000.62354868  10002.63236668 ... 249996.24069627
 249997.82716612 249998.24758691]",[0.03563194 2.008818   0.65487991 ... 1.58646985 0.4204208  1.92806453]
338,2,tDistribution,"[ 10000.59347913  10000.80027747  10001.22818098 ... 249996.29180979
 249996.58057183 249997.33771043]",[0.20679835 0.42790351 1.33562169 ... 0.28876204 0.7571386  3.40548979]
339,2,tDistribution,"[ 10000.60550582  10000.7326178   10001.54044391 ... 249997.54638776
 249998.28147895 249999.84067517]",[0.12711197 0.80782612 0.00313804 ... 0.73509119 1.55919622 0.72626634]
340,2,tDistribution,"[ 10000.62901832  10000.70280463  10000.86702101 ... 249999.50718816
 249999.66522913 249999.90174559]",[0.0737863  0.16421639 1.23413496 ... 0.15804096 0.23651646 0.75923777]
341,2,tDistribution,"[ 10000.63906336  10001.12261639  10001.55071057 ... 249996.21723354
 249997.13022354 249998.61625438]",[0.48355303 0.42809418 1.48450486 ... 0.91299    1.48603084 2.66096388]
342,2,tDistribution,"[ 10000.63967297  10000.97279909  10005.18215588 ... 249996.06685173
 249996.22523383 249997.71259703]",[0.33312612 4.20935679 1.34700689 ... 0.1583821  1.4873632  3.56882213]
347,2,tDistribution,"[ 10000.67796719  10001.27424359  10001.63995944 ... 249997.29382332
 249998.72510251 249998.79213155]",[0.5962764  0.36571585 0.79470396 ... 1.43127919 0.06702904 1.67248114]
348,2,tDistribution,"[ 10000.68102668  10002.92237724  10003.41208873 ... 249998.47607262
 249999.54577963 249999.57850239]",[2.24135056 0.48971149 0.94464163 ... 1.06970701 0.03272276 2.82286254]
349,2,tDistribution,"[ 10000.68948573  10001.92324355  10002.0918685  ... 249998.19693465
 249998.75816388 249999.09594859]",[1.23375782 0.16862495 0.93821154 ... 0.56122923 0.33778471 3.27245818]
350,2,tDistribution,"[ 10000.69180991  10001.10972465  10001.17369561 ... 249996.14342289
 249997.00774656 249997.76313604]",[0.41791474 0.06397097 0.00550345 ... 0.86432367 0.75538947 4.13457493]
351,2,tDistribution,"[ 10000.74914828  10000.86067232  10001.4622957  ... 249997.15706861
 249997.73016343 249999.78896151]",[0.11152405 0.60162338 2.37293476 ... 0.57309482 2.05879808 0.29735314]
356,2,tDistribution,"[ 10000.7934417   10001.65744839  10001.68369978 ... 249997.01016455
 249997.89956596 249998.82799691]",[0.86400669 0.02625139 0.7444797  ... 0.88940141 0.92843095 2.07272251]
357,2,tDistribution,"[ 10000.81730087  10001.18194877  10002.93365144 ... 249997.22126426
 249997.77853075 249999.88929868]",[0.36464791 1.75170267 1.42674251 ... 0.5572665  2.11076793 1.57876169]
358,2,tDistribution,"[ 10000.82995132  10001.2337142   10003.77318334 ... 249999.46507097
 249999.84594944 249999.88684778]",[0.40376288 2.53946914 1.45671992 ... 0.38087847 0.04089833 0.18212887]
359,2,tDistribution,"[ 10000.85264279  10002.11395963  10002.43874426 ... 249994.48706113
 249996.37664296 249997.1430914 ]",[1.26131684 0.32478464 0.18348621 ... 1.88958183 0.76644844 6.62898664]
360,2,tDistribution,"[ 10000.91921827  10001.25814058  10001.32535046 ... 249994.18298386
 249998.97913825 249999.98964183]",[0.33892232 0.06720988 1.81580014 ... 4.79615439 1.01050359 0.54135197]
361,2,tDistribution,"[ 10000.92923542  10002.14957128  10003.85470295 ... 249996.79942248
 249997.94627339 249998.9592787 ]",[1.22033585 1.70513167 1.06411774 ... 1.14685091 1.01300531 1.27438836]
362,2,tDistribution,"[ 10000.9452367   10003.44775559  10008.618736   ... 249996.08090859
 249996.10408711 249999.85734409]",[2.50251889 5.17098042 0.30192953 ... 0.02317852 3.75325698 0.2236233 ]
363,2,tDistribution,"[ 10001.05877348  10003.75101353  10004.09711774 ... 249999.2758809
 249999.47646565 249999.98748974]",[2.69224005 0.34610421 0.02817145 ... 0.20058475 0.51102409 0.40290668]
364,2,tDistribution,"[ 10001.06158682  10001.15097058  10002.11302387 ... 249997.74748807
 249998.84042684 249999.2558442 ]",[0.08938376 0.96205329 1.27401709 ... 1.09293877 0.41541736 1.89094284]
365,2,tDistribution,"[ 10001.06565273  10001.65887603  10001.98433171 ... 249997.48820313
 249998.06871088 249999.54185987]",[0.5932233  0.32545568 0.22887922 ... 0.58050775 1.47314899 1.21199531]
366,2,tDistribution,"[ 10001.0772472   10001.70674315  10002.12213683 ... 249996.04307207
 249996.37251395 249998.70143258]",[0.62949595 0.41539367 1.99515154 ... 0.32944188 2.32891864 3.03304567]
367,2,tDistribution,"[ 10001.07790495  10001.53894835  10002.923215   ... 249997.97701744
 249998.0477129  249999.59401352]",[0.4610434  1.38426665 1.36389084 ... 0.07069546 1.54630062 1.09966772]
368,2,tDistribution,"[ 10001.08246459  10003.00663213  10004.57650762 ... 249996.16877381
 249998.75646796 249999.79341076]",[1.92416755 1.56987549 0.91499718 ... 2.58769415 1.0369428  1.20884083]
369,2,tDistribution,"[ 10001.14650223  10001.19987055  10002.00779273 ... 249996.74355459
 249997.90802996 249998.70342248]",[0.05336832 0.80792218 0.3888667  ... 1.16447537 0.79539252 3.38590792]
370,2,tDistribution,"[ 10001.15871268  10002.66926711  10003.69115929 ... 249992.90734029
 249999.48770446 249999.89067938]",[1.51055443 1.02189219 2.63193404 ... 6.58036417 0.40297492 0.18418957]
371,2,tDistribution,"[ 10001.16017822  10004.94841924  10005.17933307 ... 249995.6365231
 249996.10714546 249996.98048811]",[3.78824102 0.23091383 0.24802299 ... 0.47062236 0.87334265 6.06302901]
372,2,tDistribution,"[ 10001.16536809  10001.21249422  10001.35180697 ... 249996.30089871
 249996.68055873 249997.13236322]",[0.04712613 0.13931275 0.69975675 ... 0.37966002 0.45180449 3.00420795]
373,2,tDistribution,"[ 10001.17428278  10001.52307344  10001.68166687 ... 249996.52556719
 249997.69047582 249998.10888259]",[0.34879066 0.15859343 0.43925798 ... 1.16490863 0.41840677 4.1066867 ]
374,2,tDistribution,"[ 10001.19166142  10001.92640593  10001.9499466  ... 249998.46554251
 249998.87943109 249999.16566464]",[0.73474451 0.02354067 0.41384298 ... 0.41388858 0.28623356 2.21505067]
375,2,tDistribution,"[ 10001.20252861  10001.76411719  10001.91243389 ... 249996.2091339
 249996.45079875 249999.12221729]",[0.56158859 0.1483167  1.79466239 ... 0.24166485 2.67141854 1.01142102]
376,2,tDistribution,"[ 10001.25970087  10001.73598405  10002.49632558 ... 249998.78264758
 249998.82009793 249999.90753669]",[0.47628317 0.76034153 2.0486112  ... 0.03745036 1.08743875 0.91687446]
377,2,tDistribution,"[ 10001.33743578  10005.45845593  10005.47849145 ... 249993.11303708
 249993.29649645 249996.65767886]",[4.12102015 0.02003552 0.77694677 ... 0.18345937 3.36118241 4.18828263]
378,2,tDistribution,"[ 10001.35228615  10001.50072085  10004.34814148 ... 249995.31808114
 249996.69633654 249998.75856091]",[0.14843469 2.84742063 0.49444943 ... 1.3782554  2.06222437 1.48189614]
379,2,tDistribution,"[ 10001.35614808  10002.038857    10002.34418478 ... 249998.7048267
 249999.27437643 249999.86007912]",[0.68270892 0.30532778 0.08037511 ... 0.56954972 0.58570269 1.71068608]
380,2,tDistribution,"[ 10001.35624598  10001.5314899   10002.31804317 ... 249997.82949731
 249997.9901441  249999.9115224 ]",[0.17524392 0.78655327 0.54982896 ... 0.16064678 1.9213783  0.62437345]
381,2,tDistribution,"[ 10001.37799805  10005.43001977  10005.80084912 ... 249993.74038675
 249995.65284173 249999.05713869]",[4.05202172 0.37082935 2.89963513 ... 1.91245498 3.40429696 1.53268592]
382,2,tDistribution,"[ 10001.43085111  10002.10235745  10002.69411904 ... 249996.9432189
 249998.82938017 249999.37381627]",[0.67150634 0.59176159 1.41410968 ... 1.88616127 0.5444361  2.10134145]
383,2,tDistribution,"[ 10001.45888667  10003.12974305  10003.28966067 ... 249998.26484714
 249998.45047208 249998.60382445]",[1.67085638 0.15991761 1.03455999 ... 0.18562494 0.15335237 1.74578065]
384,2,tDistribution,"[ 10001.50448378  10002.08058933  10003.60353772 ... 249997.99266348
 249998.75360057 249999.76788036]",[0.57610555 1.52294839 0.32260553 ... 0.76093709 1.01427979 3.17294836]
385,2,tDistribution,"[ 10001.51804475  10003.16711452  10004.77484432 ... 249997.50308832
 249997.89219364 249998.63708772]",[1.64906976 1.6077298  0.96359742 ... 0.38910532 0.74489408 2.7789988 ]
386,2,tDistribution,"[ 10001.52255028  10002.63844689  10003.08385259 ... 249998.44633493
 249998.50880207 249999.75695183]",[1.11589661 0.4454057  0.0686728  ... 0.06246714 1.24814976 0.47939118]
387,2,tDistribution,"[ 10001.60344163  10002.6027009   10003.24318047 ... 249998.5472751
 249999.85720459 249999.98114534]",[0.99925927 0.64047958 1.04119037 ... 1.30992949 0.12394075 0.37201656]
392,2,tDistribution,"[ 10001.65249048  10002.710271    10002.81490874 ... 249996.61806024
 249997.27183639 249998.04861008]",[1.05778051 0.10463774 1.94347311 ... 0.65377615 0.77677369 4.6805805 ]
